peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
91.07,1.76,V,20,0,0,7,0,0,0,N,0,1,2
109.23,1.68,M,65,0,6,1,3,0,0,N,1,1,0
97.77,1.63,V,66,0,15,1,1,0,0,N,1,1,1
93.33,1.64,M,49,0,11,0,0,9,0,S,1,3,3
89.31,1.74,V,34,0,4,0,5,0,0,N,2,2,3
69.14,1.73,V,31,10,0,0,0,0,0,N,1,4,4
93.11,1.69,M,18,0,0,0,12,2,0,N,0,1,1
80.26,1.69,V,32,0,7,2,19,7,0,S,3,4,3
105.51,1.78,V,40,30,0,3,27,13,0,N,0,1,2
82.24,1.72,V,24,0,12,5,12,6,0,N,1,2,3
104.68,1.71,M,45,0,0,0,12,8,0,N,0,1,2
103.68,1.69,V,69,0,21,2,0,1,0,N,1,1,3
50.8,1.68,M,47,90,7,0,0,0,0,N,2,4,4
92.66,1.8,V,39,10,2,6,0,9,0,N,2,4,4
85.53,1.77,V,32,0,0,3,0,8,0,N,3,4,4
124.89,1.86,V,37,10,0,1,15,15,0,N,0,1,1
99.31,1.77,V,54,0,15,5,3,4,2,N,1,4,2
65.38,1.72,V,29,0,14,1,0,0,0,N,2,4,4
88.43,1.7,M,57,0,16,0,1,0,0,N,1,2,3
69.12,1.6,M,18,0,6,1,11,4,0,N,1,2,2
48.03,1.62,M,18,50,0,0,22,8,0,N,3,3,4
83.39,1.67,M,33,0,0,3,0,0,1,N,2,3,3
76.49,1.68,V,20,20,6,0,15,10,0,N,0,1,1
97.88,1.76,V,29,0,2,0,0,0,0,N,0,1,0
61.7,1.6,M,49,60,0,4,0,0,0,N,2,4,3
65.35,1.62,M,47,70,6,0,4,3,0,N,0,2,1
78.27,1.64,M,45,0,3,0,3,6,0,N,3,4,4
97.88,1.76,V,35,0,2,7,0,6,0,N,1,2,0
73.06,1.59,M,33,0,19,0,0,2,0,N,1,1,1
86.55,1.71,V,42,0,25,0,8,3,0,N,1,2,3
96.2,1.71,M,51,0,0,0,5,2,0,N,3,3,4
94.93,1.77,V,29,0,0,1,0,0,0,N,1,2,0
102.05,1.71,M,37,0,1,3,19,10,0,N,2,2,1
60.11,1.7,M,18,0,11,4,0,0,0,N,2,4,4
122.5,1.75,V,68,0,0,1,0,2,0,N,0,1,0
91.72,1.64,M,41,0,0,9,0,0,0,N,0,2,2
69.16,1.67,M,25,0,12,0,3,0,0,N,2,3,3
80.05,1.7,M,48,30,12,0,7,0,0,N,1,2,1
87.97,1.76,V,45,0,0,0,7,0,0,N,3,4,3
85.79,1.72,V,48,40,0,0,0,0,0,N,1,2,2
106.27,1.74,V,50,0,0,0,0,3,0,N,1,1,4
87.72,1.77,V,42,0,8,3,0,0,0,N,1,4,4
78.68,1.76,V,24,0,0,0,3,6,0,N,1,3,3
49,1.65,M,18,180,12,0,0,0,0,N,1,2,3
92.89,1.72,M,47,0,0,3,13,0,0,N,3,3,2
131.61,1.83,V,52,0,0,11,0,0,0,N,0,1,1
63.31,1.67,M,18,60,0,0,13,3,0,N,0,0,0
64.3,1.83,V,27,40,0,0,13,10,0,N,1,4,4
59.17,1.64,M,18,0,0,0,3,0,0,N,2,4,4
82.94,1.7,M,18,0,0,5,0,0,0,N,0,1,2
96.25,1.69,M,34,10,0,0,37,23,0,N,1,2,2
78.64,1.63,M,58,80,0,6,0,0,0,N,0,0,0
79.4,1.69,M,31,0,0,0,0,0,0,N,2,3,4
88.25,1.69,V,54,20,16,6,5,6,0,N,2,2,1
86.85,1.65,M,44,0,0,3,0,1,2,N,1,3,4
69.82,1.72,M,18,0,24,1,20,13,0,N,1,2,2
95.4,1.68,V,30,0,0,0,12,6,2,N,0,1,1
86.81,1.78,V,21,0,0,0,21,10,0,N,1,4,4
72,1.63,M,31,10,10,4,17,6,0,N,2,4,4
49,1.65,M,18,100,0,3,3,0,0,N,1,3,4
72.53,1.63,M,18,0,5,0,7,0,0,N,1,2,1
101.67,1.64,M,41,20,0,1,30,17,0,N,0,0,1
112.83,1.73,M,64,0,0,4,0,1,0,N,1,3,3
123.9,1.76,V,65,0,1,4,0,1,0,N,1,1,1
87.37,1.58,M,39,0,0,0,6,2,2,N,0,1,2
71.75,1.74,V,20,20,15,4,8,0,0,N,2,1,1
50.2,1.67,M,22,60,0,0,0,3,0,N,2,4,3
45.51,1.59,M,38,180,7,2,4,0,0,N,2,1,1
84.83,1.75,V,36,0,0,4,8,7,1,N,3,4,4
59.64,1.74,V,26,30,16,0,0,0,0,N,1,3,3
84.56,1.8,V,30,30,7,0,16,4,0,N,1,2,2
107.15,1.77,V,36,0,0,0,0,0,0,N,0,1,0
106.25,1.76,V,45,0,16,1,4,0,0,N,0,0,0
92.48,1.73,V,50,0,0,3,0,7,0,N,3,3,3
56.39,1.77,V,33,190,6,0,0,0,1,N,1,2,2
93.86,1.71,V,41,0,4,0,8,12,0,N,1,2,2
96.39,1.82,V,27,0,0,3,6,3,0,S,2,2,2
47.24,1.62,M,46,140,0,2,0,0,0,N,1,2,0
84.18,1.64,M,26,0,0,2,0,1,0,N,2,2,2
57.39,1.72,V,33,70,8,0,17,7,1,N,1,3,4
91.42,1.82,V,38,20,4,0,0,1,0,N,2,2,3
91.23,1.71,M,42,10,5,0,3,4,0,N,1,2,3
46.66,1.61,V,30,150,0,2,9,4,2,N,0,1,1
96.24,1.68,M,46,0,0,1,0,1,0,N,2,2,2
106.65,1.84,V,58,0,14,1,0,0,0,S,2,4,3
71.15,1.74,V,33,40,5,0,0,0,0,N,1,2,1
93.86,1.76,V,35,0,0,0,2,0,2,N,2,3,3
91.32,1.7,V,18,0,0,1,6,0,0,N,0,0,0
91.14,1.6,M,53,0,0,0,20,2,0,N,1,2,2
73.04,1.53,M,38,0,0,0,0,0,0,N,0,2,1
93.33,1.64,V,51,0,1,7,0,3,0,N,1,2,2
90.46,1.7,V,38,0,13,7,0,3,0,N,1,2,1
120.93,1.77,M,78,70,1,0,0,5,2,N,1,0,0
88.97,1.62,M,32,0,0,0,2,0,0,N,0,0,0
96.15,1.72,V,51,30,1,4,0,0,1,N,0,1,0
86.39,1.56,M,39,0,0,2,9,20,0,N,2,2,4
110.25,1.75,V,40,0,0,6,8,8,0,N,0,2,2
96.1,1.55,M,64,0,1,0,8,6,0,N,1,1,1
94.63,1.75,V,39,20,0,4,8,8,0,N,1,2,1
95.62,1.71,M,34,0,0,6,16,3,0,N,1,2,1
75.72,1.73,V,39,0,13,0,0,3,0,N,2,4,4
99.75,1.66,M,41,0,4,4,13,15,2,N,1,1,0
77.31,1.6,M,43,0,0,0,16,11,0,N,2,4,3
91.48,1.65,M,56,0,0,2,2,1,0,N,2,4,3
104.39,1.76,V,35,0,0,0,10,5,0,N,2,1,0
82.94,1.7,V,33,0,4,2,0,0,8,N,3,4,4
82.76,1.65,M,40,0,4,1,0,2,1,N,3,4,4
47.24,1.62,M,18,170,4,5,9,2,0,N,2,4,2
83.68,1.59,M,49,0,5,0,22,0,0,N,1,3,3
82.3,1.73,V,21,0,0,5,0,0,0,N,2,2,3
72.47,1.66,M,18,0,0,0,17,13,0,N,2,3,4
78.95,1.65,M,54,30,0,0,0,0,0,N,1,3,4
118.58,1.8,V,48,0,5,4,0,0,0,N,1,1,0
93.78,1.72,V,37,0,6,1,0,0,2,N,1,2,2
86.89,1.74,V,46,0,4,4,0,2,NA,S,2,4,4
109.16,1.72,V,28,0,0,0,13,11,4,N,0,0,0
110.86,1.75,V,46,0,0,0,0,0,0,S,1,2,2
113,1.7,V,65,0,0,0,24,19,0,N,2,3,2
73.06,1.59,M,42,30,0,2,2,4,0,N,1,2,2
102.07,1.67,M,51,0,0,0,20,15,0,N,3,2,2
84.94,1.59,M,55,20,7,3,5,12,0,N,0,2,3
54.5,1.74,V,49,220,0,0,20,9,1,N,0,0,0
104.34,1.82,V,53,0,0,0,0,0,0,N,1,3,4
86.51,1.79,V,37,50,0,2,16,3,3,N,1,1,1
84.6,1.66,M,23,0,11,0,4,0,0,N,0,1,1
101.03,1.82,V,51,20,0,0,0,3,0,N,1,3,2
93.24,1.76,V,38,0,6,0,0,0,0,N,1,2,2
88.51,1.75,V,61,50,0,0,0,2,0,N,2,3,2
108.63,1.65,M,57,0,0,2,7,3,0,N,1,0,1
82.54,1.69,M,41,20,5,0,3,0,0,N,0,1,2
82.9,1.63,M,40,0,6,2,0,0,0,N,1,2,3
81.49,1.64,V,18,0,0,2,1,1,0,N,0,0,0
100.52,1.74,V,44,0,1,1,0,2,5,N,2,3,4
93.78,1.72,V,37,0,0,1,0,6,0,N,1,2,2
97.92,1.72,V,41,0,9,0,6,3,0,N,2,1,0
97.87,1.73,V,43,0,0,1,2,0,0,N,1,2,2
120.85,1.8,V,31,0,0,0,27,18,0,N,1,1,0
97.9,1.78,V,49,0,0,0,12,0,0,N,2,4,4
60.59,1.8,V,28,60,5,0,0,0,4,N,2,3,2
83.13,1.72,V,26,0,0,0,0,0,0,N,1,3,2
63.21,1.64,M,20,0,0,4,0,5,0,N,2,4,4
95.26,1.8,V,45,0,12,0,0,0,0,N,2,2,3
113.6,1.72,M,60,0,7,1,11,3,2,N,1,2,2
101.17,1.71,V,30,0,0,0,14,14,0,N,0,1,1
113.53,1.83,V,60,0,0,1,19,0,0,N,2,4,1
118.34,1.72,V,72,0,0,2,9,5,0,N,0,1,1
100.59,1.71,V,37,0,6,0,10,12,3,N,2,2,3
99.12,1.76,V,30,20,0,2,8,11,0,N,0,1,0
122.4,1.79,V,51,0,3,6,0,7,0,N,0,1,2
66.16,1.64,M,18,0,1,0,11,11,0,N,3,4,4
70.02,1.78,V,20,0,9,1,4,2,0,N,1,4,3
95.55,1.75,V,39,0,0,7,1,3,1,N,2,3,2
58.83,1.51,M,32,0,0,3,0,0,0,N,2,4,4
92.82,1.69,V,62,0,7,0,6,2,0,S,2,4,3
88.91,1.68,V,55,30,0,1,0,0,0,N,2,3,2
89.83,1.66,M,38,0,0,6,0,3,0,S,1,2,4
80.38,1.6,M,41,0,0,3,0,0,5,N,2,3,3
83.43,1.63,M,52,0,0,0,12,7,1,N,3,4,3
119.25,1.82,V,36,0,0,0,6,5,0,N,0,0,2
80.79,1.78,V,34,40,18,3,1,0,0,N,0,1,0
78.62,1.59,M,27,0,10,0,19,11,0,N,2,1,2
113.4,1.8,V,50,0,6,5,0,5,0,N,3,2,3
85.54,1.7,V,36,0,0,0,0,0,4,N,2,3,4
53.17,1.58,M,23,0,5,0,0,1,0,N,2,4,4
91.32,1.79,V,41,50,0,0,5,11,0,N,2,2,2
71.91,1.62,M,34,0,0,0,2,5,0,S,3,4,4
88.48,1.65,M,42,0,0,3,1,0,0,N,0,2,3
97.08,1.79,V,60,50,1,0,14,7,0,N,0,2,1
99.8,1.83,V,48,0,0,6,0,0,0,N,3,4,4
89.1,1.8,V,39,0,18,4,0,2,0,N,0,3,3
96.45,1.66,M,24,0,0,3,0,6,0,N,0,0,0
98.4,1.74,V,39,0,11,4,0,0,0,N,2,1,1
80.41,1.71,V,32,0,0,3,1,0,0,N,3,4,4
74.56,1.77,V,26,0,5,0,0,5,0,N,1,4,4
68.65,1.58,M,37,0,0,4,10,0,3,N,2,4,4
90.6,1.63,M,43,0,11,0,22,15,1,N,1,1,3
61.05,1.64,M,23,0,12,5,12,2,0,N,2,4,4
55.76,1.76,V,55,160,9,3,6,0,5,N,1,2,1
99.2,1.66,M,44,0,0,0,5,3,0,N,1,1,1
99.01,1.79,V,44,0,8,1,0,0,0,N,2,2,1
68.69,1.8,V,29,80,0,0,0,5,2,N,3,2,2
117.61,1.81,V,48,0,0,0,13,11,0,N,1,3,3
56.27,1.73,V,57,110,5,0,0,0,0,N,1,2,3
84.54,1.69,M,36,0,3,5,0,1,0,N,1,3,4
82.1,1.63,M,29,0,13,0,3,4,0,N,0,1,0
82.3,1.64,V,18,0,0,2,2,2,0,N,2,1,0
79.61,1.73,V,18,0,0,0,3,3,0,N,2,3,3
74.13,1.63,M,43,0,10,5,0,8,0,N,3,4,4
82.38,1.78,V,22,0,17,1,6,0,0,N,1,2,0
71.87,1.85,V,28,40,3,3,7,0,0,N,2,3,3
85.75,1.75,V,32,0,2,0,0,0,0,N,1,3,3
74.82,1.73,V,37,40,2,0,2,1,0,S,2,3,2
94.28,1.73,V,41,0,11,0,11,0,0,N,1,1,1
109.95,1.71,V,41,0,5,3,27,15,0,N,0,0,0
91.12,1.72,M,34,0,0,1,1,3,4,N,1,3,2
82.42,1.59,M,46,0,15,4,0,1,0,N,0,2,2
53.5,1.6,M,24,40,11,0,2,10,1,N,2,3,2
72.83,1.69,M,43,0,26,0,19,6,0,N,2,4,4
102.06,1.73,V,29,0,8,0,1,0,0,N,0,0,0
99.66,1.73,V,55,0,0,4,2,0,0,N,0,3,3
61.36,1.67,V,41,70,1,4,6,0,2,N,3,3,3
78,1.64,M,35,0,0,0,0,1,0,N,2,3,3
69.36,1.56,M,45,10,8,3,13,1,0,N,3,3,3
101.16,1.73,V,55,0,0,2,0,1,0,N,2,4,3
58.26,1.62,M,37,40,18,3,12,7,0,N,2,3,2
58.81,1.65,M,27,70,7,4,0,8,0,N,1,2,2
82.67,1.66,M,52,0,8,8,0,0,0,N,3,4,4
57.9,1.71,V,18,0,17,0,5,0,0,S,2,4,4
77.05,1.68,M,33,20,2,4,0,0,0,N,2,2,2
72.87,1.78,V,42,50,0,0,19,5,0,N,2,4,3
86.97,1.55,M,60,0,0,0,0,10,0,N,1,3,2
90.94,1.71,V,31,0,0,4,6,0,0,N,0,2,1
103.82,1.75,V,34,0,2,0,4,0,0,N,0,1,0
109.66,1.76,V,57,0,0,0,0,0,0,N,2,2,3
53.87,1.73,V,48,200,0,0,0,2,0,N,0,1,0
94.16,1.71,V,36,0,8,6,0,1,0,N,1,2,0
104.15,1.68,M,48,0,0,0,25,9,0,N,2,2,4
121.1,1.74,V,71,0,0,3,11,6,0,N,0,0,0
99.13,1.7,V,28,0,12,4,12,14,2,N,0,0,0
106.54,1.67,M,60,0,3,4,0,1,0,N,2,1,1
95.07,1.66,M,52,10,0,0,14,7,0,N,2,2,2
94.94,1.75,V,27,0,0,0,11,5,1,N,2,2,3
81.16,1.76,V,38,50,7,0,0,0,5,N,1,1,1
71.93,1.71,V,27,0,0,0,17,11,0,N,2,4,3
47.24,1.62,M,18,120,0,0,0,0,0,N,0,2,2
108.64,1.73,V,32,0,0,9,0,3,0,N,1,0,0
82.13,1.68,V,25,0,0,6,16,7,0,N,2,2,4
109.31,1.82,V,35,10,0,5,22,10,1,N,1,2,2
85.56,1.62,M,40,0,0,1,0,0,0,N,2,2,2
101.57,1.79,V,39,30,3,0,10,10,0,N,1,1,0
73.98,1.71,V,40,30,8,0,11,6,0,N,1,4,4
86.55,1.71,V,18,0,2,2,0,1,3,N,2,2,0
91.32,1.79,V,32,0,0,3,1,1,0,N,2,3,4
81.38,1.58,M,26,0,0,0,0,9,0,N,0,1,0
96.44,1.72,V,45,0,3,5,0,0,0,N,2,2,2
89.52,1.76,V,47,0,9,3,0,2,0,N,3,4,3
99.84,1.75,V,28,0,0,0,1,11,0,N,2,1,0
60.55,1.74,V,44,90,2,0,10,4,0,N,2,3,3
98.09,1.74,V,41,0,8,1,26,12,0,N,0,2,0
104.39,1.71,M,38,0,0,0,0,7,0,N,1,1,2
83.34,1.71,V,48,0,0,2,2,0,0,N,2,4,4
108.9,1.65,V,55,0,0,6,10,0,0,N,0,0,1
61.91,1.67,M,23,40,0,4,0,2,0,N,2,2,4
105.66,1.74,V,37,0,0,0,0,0,0,S,0,1,0
73.69,1.69,V,50,20,22,2,11,3,0,N,2,3,4
82.55,1.67,M,35,0,0,3,0,0,0,N,1,2,4
58.45,1.63,M,34,0,29,5,2,0,0,N,3,3,4
61.98,1.69,V,47,100,1,5,13,11,0,N,0,2,2
74.27,1.71,M,47,60,5,1,2,4,2,N,1,2,1
106.47,1.81,V,32,0,6,0,0,7,0,N,0,1,1
53.25,1.72,M,49,120,0,3,0,0,0,N,2,3,3
92.18,1.73,M,54,0,8,7,5,0,0,N,1,4,4
62.17,1.75,M,18,40,10,5,0,0,0,N,1,2,3
98.05,1.6,M,47,0,2,0,19,16,0,N,0,1,0
107.02,1.79,V,29,0,0,0,8,3,0,N,0,1,1
112.19,1.83,V,49,0,13,0,13,5,0,N,2,2,3
85.04,1.57,M,41,0,4,0,0,6,0,N,1,2,3
107.58,1.64,M,70,0,0,1,0,2,0,N,1,1,1
90.88,1.6,M,38,0,0,8,0,0,0,N,0,0,0
116.31,1.79,V,76,100,7,0,12,16,5,N,0,0,0
102.85,1.79,V,33,0,0,7,9,0,0,N,0,2,2
92.34,1.74,V,36,0,0,0,0,0,0,N,0,2,2
72.23,1.71,M,37,50,0,0,1,0,0,N,2,1,2
112.9,1.68,V,59,0,7,0,4,6,0,N,1,1,2
97.19,1.74,V,41,0,5,1,9,10,0,N,3,3,3
88.13,1.67,M,30,0,0,0,0,1,0,N,0,1,2
94.2,1.65,M,44,0,0,5,7,0,0,N,0,2,2
50.2,1.67,V,42,170,24,0,9,10,0,N,1,2,2
73.05,1.54,M,28,0,0,0,17,7,0,N,3,3,0
98.3,1.6,M,66,0,18,5,26,12,3,N,2,2,3
56.06,1.67,M,20,10,6,0,0,1,0,N,3,4,4
62.36,1.57,M,36,0,4,2,0,0,0,N,1,4,4
52.27,1.69,M,30,90,0,0,0,6,1,S,1,2,2
52.63,1.71,M,30,200,0,3,0,0,0,N,1,2,0
56.06,1.6,M,18,50,3,0,10,1,2,N,1,1,2
79.97,1.69,M,18,20,0,0,16,5,1,N,1,1,0
101.99,1.85,V,24,0,0,4,0,0,0,N,2,2,1
104.58,1.67,V,59,0,0,3,3,4,0,N,0,2,2
94.42,1.56,M,57,0,0,2,11,9,0,N,0,2,1
90.22,1.74,V,36,0,8,5,5,1,0,N,1,3,4
122.23,1.83,V,44,0,0,1,12,15,0,N,1,1,2
50.8,1.68,M,18,120,1,1,0,1,0,N,1,3,1
88.4,1.78,V,37,0,13,1,4,0,0,N,1,3,2
76.54,1.69,M,25,0,3,2,0,0,0,N,2,3,2
83.72,1.72,V,29,0,0,0,5,3,0,S,2,3,2
90.64,1.64,M,27,0,0,0,0,7,0,N,1,1,1
77.33,1.68,M,42,0,10,4,0,0,2,N,3,4,4
65.84,1.61,M,23,0,0,2,4,0,0,N,4,4,4
87.66,1.76,V,32,0,0,3,0,0,0,N,1,2,3
87.66,1.76,V,52,40,0,0,20,14,0,N,3,4,4
93.67,1.77,V,41,40,0,0,21,13,5,N,3,3,4
48.41,1.64,M,53,110,0,2,14,6,0,N,2,3,2
118.87,1.79,V,41,0,1,0,5,7,3,N,1,2,2
61.95,1.61,M,24,20,4,0,0,0,0,N,0,2,1
114.31,1.85,V,60,20,0,1,8,2,2,N,1,3,3
62.7,1.63,M,46,20,15,0,19,0,0,N,3,4,3
71.69,1.68,M,49,60,4,2,0,0,7,N,1,3,4
64.14,1.67,V,18,0,0,3,0,2,0,N,3,4,4
68.26,1.59,M,30,0,0,0,13,3,4,N,2,4,3
59.08,1.65,M,48,90,6,1,15,2,0,N,2,2,1
71.75,1.74,M,48,80,0,4,3,0,0,N,0,1,3
91.74,1.74,V,40,0,2,3,0,0,0,N,1,2,3
92.38,1.62,M,53,0,9,2,20,13,0,N,2,3,2
100.52,1.74,V,44,0,10,2,3,9,0,N,1,2,3
122.3,1.78,V,69,0,9,0,0,0,0,N,0,2,2
53.87,1.73,V,48,100,7,3,2,0,2,N,2,3,4
49.6,1.66,V,39,80,6,2,12,5,1,N,2,4,4
79.84,1.61,M,31,0,1,0,1,4,0,N,2,2,3
52.02,1.7,V,47,130,22,0,16,9,0,N,1,4,3
91.75,1.65,M,37,0,0,0,9,5,8,N,2,4,2
82.36,1.63,M,31,0,0,0,12,7,1,N,2,3,2
57.02,1.64,M,18,0,7,0,0,0,0,N,2,4,4
98.82,1.69,V,39,0,0,0,0,0,0,N,1,1,1
91.77,1.59,M,51,0,0,5,0,0,0,N,1,1,0
85.15,1.66,M,41,0,0,0,0,0,0,N,0,2,2
47.82,1.63,M,36,170,0,0,15,0,4,N,2,2,4
74.54,1.69,M,31,20,0,0,5,4,NA,S,2,3,4
85.79,1.82,V,35,0,14,2,0,0,0,N,1,3,4
87.27,1.72,V,18,0,0,0,0,4,0,N,2,1,0
99.99,1.62,M,49,0,5,3,7,9,3,N,2,1,1
71.86,1.76,V,18,0,1,0,0,2,1,N,2,4,4
126.74,1.78,V,55,0,0,8,0,2,0,N,0,0,1
99.52,1.64,M,65,0,1,0,15,11,0,N,2,3,3
71.4,1.53,M,62,40,1,0,12,6,0,S,1,3,3
105.39,1.69,V,60,0,13,3,0,8,0,N,0,1,2
119.05,1.77,V,70,0,0,0,7,0,0,N,2,2,2
123.9,1.76,V,66,0,0,6,0,0,0,N,1,1,0
49.6,1.66,M,29,70,0,0,21,5,0,N,1,4,4
53.67,1.63,M,25,50,0,3,0,0,0,N,2,3,4
62.83,1.69,V,46,140,0,0,22,18,0,N,0,0,1
98.05,1.79,V,34,0,1,4,0,0,0,N,2,2,2
128.16,1.79,V,76,0,8,0,7,6,0,N,1,1,0
79.26,1.62,M,49,0,15,3,0,4,0,N,1,3,4
98.05,1.6,M,44,0,0,2,22,7,0,N,0,0,2
80.31,1.65,M,26,0,0,0,0,0,0,N,1,1,0
91.69,1.76,M,32,0,0,5,0,0,0,N,1,2,2
66.67,1.71,M,52,120,0,5,0,0,0,N,0,0,0
90.39,1.65,M,55,0,0,1,0,0,0,N,1,3,3
95.65,1.63,M,34,0,6,2,0,8,1,N,1,1,1
80.83,1.62,V,47,30,1,0,17,11,0,N,1,2,2
45.51,1.59,M,46,150,10,0,2,0,0,N,2,4,4
93.06,1.7,M,33,0,7,8,0,2,0,N,1,1,1
70.6,1.62,M,61,60,18,4,0,0,0,N,0,1,3
52.02,1.7,V,25,220,33,3,6,6,0,N,1,1,0
80.47,1.72,M,29,0,1,6,8,1,0,N,1,3,4
97.52,1.8,V,18,0,5,0,11,0,0,N,0,0,1
123.91,1.84,V,40,0,3,0,0,0,2,N,0,0,0
78.73,1.8,V,32,0,19,2,0,2,0,N,3,3,4
80.92,1.81,V,29,50,2,2,0,0,0,N,0,1,0
64.16,1.7,M,43,40,14,0,17,5,0,N,2,3,4
77.07,1.77,V,41,0,20,5,0,5,0,N,3,4,4
90.37,1.64,M,34,0,25,1,9,9,4,N,0,0,0
65.9,1.58,M,23,0,0,1,0,0,NA,N,1,2,1
88.76,1.64,M,47,0,0,0,6,11,0,N,1,4,4
95.85,1.72,M,42,0,0,4,10,12,0,N,2,3,3
86.46,1.67,M,18,0,0,0,10,9,0,N,0,0,2
52.63,1.71,V,43,190,0,6,3,5,1,N,0,0,1
79.76,1.7,V,39,0,6,2,0,0,0,N,2,3,3
136.43,1.88,V,86,10,0,0,1,0,0,N,3,3,3
87.78,1.68,M,44,0,0,4,0,2,0,N,3,4,4
82.3,1.73,V,37,0,0,0,5,2,0,N,2,4,4
98.77,1.73,V,39,10,0,3,0,3,0,N,0,1,2
102.71,1.8,V,46,0,0,0,11,0,0,N,0,2,3
91.12,1.58,M,47,0,5,0,0,6,0,N,0,0,1
71.77,1.84,V,63,160,1,0,7,4,8,N,0,1,1
62.66,1.68,V,31,0,13,0,5,0,0,N,2,4,4
76.56,1.75,V,28,0,4,7,0,0,0,N,4,4,4
96.86,1.85,V,37,0,6,4,3,0,0,N,3,3,3
105.94,1.76,V,48,0,0,4,0,1,0,N,2,2,3
114.05,1.8,V,62,0,6,0,7,8,0,N,2,3,2
95.1,1.67,M,59,0,1,0,0,0,0,N,1,3,3
68.78,1.7,V,24,0,17,6,0,8,0,N,2,4,4
90.1,1.82,V,33,20,16,0,15,3,0,N,0,1,2
100.98,1.76,V,37,0,0,1,0,7,0,N,2,2,2
64.14,1.67,M,26,70,0,4,0,9,0,N,1,1,1
47.82,1.63,M,41,110,0,0,0,0,0,N,2,4,4
91.04,1.8,V,46,0,21,0,7,3,0,N,2,3,4
100.68,1.67,M,69,0,0,0,0,1,0,N,2,3,3
81.36,1.72,V,48,60,0,2,0,2,0,N,2,2,4
74.39,1.63,M,60,60,1,2,0,0,0,N,1,2,3
102.64,1.71,M,39,0,0,3,0,0,0,N,0,1,0
106.55,1.73,V,54,0,9,0,4,12,0,N,1,3,1
48.41,1.64,M,18,140,14,1,13,4,8,N,1,2,2
84.48,1.6,M,41,0,0,4,0,0,0,S,2,1,2
65.48,1.68,V,35,40,2,4,14,6,0,S,1,3,4
96.78,1.75,V,53,0,15,0,2,1,0,N,1,2,1
100.28,1.7,M,45,0,0,0,3,6,0,N,1,2,3
78.99,1.72,V,18,0,6,0,26,10,0,N,2,2,3
81.84,1.66,M,25,0,5,5,0,6,0,N,1,2,2
92.01,1.72,V,54,0,0,0,0,0,0,N,1,4,4
83.58,1.65,M,40,0,0,1,16,6,0,N,2,3,2
55.22,1.67,V,62,110,11,2,16,11,0,N,1,3,4
58.97,1.66,V,43,70,0,3,4,6,0,N,2,3,2
109.19,1.8,V,32,0,0,0,0,0,0,N,1,1,1
117.59,1.79,V,49,0,0,0,4,3,0,N,1,1,1
56.22,1.55,M,24,30,0,0,0,0,0,N,2,2,2
87.66,1.65,M,56,0,7,3,21,7,0,N,2,4,3
96.88,1.74,M,31,0,5,0,7,9,3,N,0,2,1
108.11,1.81,V,43,0,8,0,13,6,0,N,1,2,1
100.03,1.66,M,66,10,0,2,0,0,0,N,2,3,2
70.82,1.66,M,74,60,12,0,19,1,0,N,2,4,4
91.39,1.6,M,46,0,0,8,0,0,0,N,1,2,3
60.28,1.83,V,30,90,1,0,1,0,0,N,1,3,2
87.97,1.69,V,30,0,10,4,7,10,0,N,1,1,2
60.66,1.61,M,18,0,0,2,2,2,0,N,1,4,2
80.9,1.6,M,54,0,3,0,0,3,NA,N,2,4,3
56.39,1.77,V,18,140,11,0,13,15,4,N,1,0,0
97.52,1.8,V,34,0,0,4,7,5,0,N,2,4,4
85.68,1.69,M,24,0,4,3,18,10,0,N,1,2,2
84.74,1.6,M,47,0,1,0,8,10,1,N,1,3,2
89.59,1.7,V,45,0,0,0,0,2,4,N,2,4,4
72.08,1.64,M,32,10,9,1,9,4,4,N,1,3,4
90.87,1.63,V,59,0,9,0,0,0,0,N,0,2,3
111.42,1.74,V,56,0,13,11,0,0,0,N,0,1,0
92.79,1.75,V,42,0,4,0,8,6,0,N,2,3,4
118.76,1.88,V,32,0,0,0,0,6,0,N,2,1,2
81.29,1.68,M,31,0,1,0,0,4,0,N,2,3,3
87.8,1.74,M,43,0,1,0,12,7,0,N,3,4,4
122.19,1.75,V,57,10,0,0,19,10,2,N,0,1,1
52.63,1.71,M,30,150,0,0,5,4,0,N,1,1,0
47.24,1.62,M,27,110,0,1,0,0,0,N,4,4,3
81.04,1.56,M,36,0,4,2,12,4,0,N,0,1,2
75.17,1.61,M,39,60,0,0,16,11,0,N,1,1,1
84.2,1.56,M,42,10,0,0,0,0,9,N,1,2,2
88.69,1.67,M,28,0,10,5,17,14,5,N,1,2,0
95.94,1.67,M,32,0,0,0,2,2,1,N,0,0,0
88.71,1.74,V,37,20,8,0,0,4,0,N,0,1,2
86.68,1.72,V,35,0,0,2,3,2,0,N,1,3,3
78.26,1.69,M,18,10,11,0,23,8,2,N,2,1,1
58.97,1.81,V,18,100,0,0,11,7,6,N,2,4,3
104.75,1.74,M,41,0,0,3,0,0,1,N,1,1,0
79.37,1.83,V,18,0,0,3,0,4,0,N,2,4,2
84.94,1.65,M,45,0,0,8,0,0,0,N,4,4,4
84.76,1.63,M,41,0,2,1,11,8,0,N,2,3,3
103.39,1.69,V,32,0,12,0,14,8,3,N,0,0,0
